"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"30473 Mulholland Hwy #174, Agoura Hills, CA 91301","91301","Agoura Hills","CA","779000","3","2","1510","515.89","","","8/19/2024","1724050800000","https://zillow.com/homedetails/30473-Mulholland-Hwy-174-Agoura-Hills-CA-91301/339398763_zpid/","34.110607","-118.79105","MANUFACTURED","779100","4093","https://photos.zillowstatic.com/fp/18bbcd5c2018c03e9cfb6567521469cb-p_e.jpg"
"29237 Hillrise Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1025000","4","2","1660","617.47","6114","sqft","8/16/2024","1723791600000","https://zillow.com/homedetails/29237-Hillrise-Dr-Agoura-Hills-CA-91301/19886148_zpid/","34.15168","-118.76197","SINGLE_FAMILY","1025300","5101","https://photos.zillowstatic.com/fp/a35c750ac1036e8371066e0c92f8d612-p_e.jpg"
"0 Cadenhorn Ct #5, Agoura Hills, CA 91301","91301","Agoura Hills","CA","450000","","","","","71.4118","acres","8/16/2024","1723791600000","https://zillow.com/homedetails/0-Cadenhorn-Ct-5-Agoura-Hills-CA-91301/2054386433_zpid/","34.10725","-118.78122","LOT","","4770","https://photos.zillowstatic.com/fp/6da65027b4a0088c930fbc0fc8f0e9de-p_e.jpg"
"5291 Colodny Dr UNIT 16, Agoura Hills, CA 91301","91301","Agoura Hills","CA","550000","2","3","1167","471.29","1655","sqft","8/13/2024","1723532400000","https://zillow.com/homedetails/5291-Colodny-Dr-UNIT-16-Agoura-Hills-CA-91301/19888655_zpid/","34.14556","-118.742134","CONDO","550200","3134","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.14556121826172,-118.74213409423828&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=BvXFBBUZsf2cK0CGHH_YvobrdIQ="
"5537 Gladehollow Ct, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1005000","4","3","2227","451.28","5423","sqft","8/9/2024","1723186800000","https://zillow.com/homedetails/5537-Gladehollow-Ct-Agoura-Hills-CA-91301/19886105_zpid/","34.15134","-118.76295","SINGLE_FAMILY","1005400","5907","https://photos.zillowstatic.com/fp/6ffdb7586fd3e086620e65c3639fcdc1-p_e.jpg"
"30753 Canwood St, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1100000","3","2","1482","742.24","4292","sqft","8/9/2024","1723186800000","https://zillow.com/homedetails/30753-Canwood-St-Agoura-Hills-CA-91301/19887540_zpid/","34.14676","-118.791534","SINGLE_FAMILY","1168500","4540","https://photos.zillowstatic.com/fp/8d6e6ed19503fec4128bd1390ff9a61c-p_e.jpg"
"30422 Passageway Pl, Agoura Hills, CA 91301","91301","Agoura Hills","CA","775000","2","3","1614","480.17","3920","sqft","8/8/2024","1723100400000","https://zillow.com/homedetails/30422-Passageway-Pl-Agoura-Hills-CA-91301/19888058_zpid/","34.149075","-118.78353","SINGLE_FAMILY","775200","4936","https://photos.zillowstatic.com/fp/89510810b35f37e3ae6e0a250e5d1979-p_e.jpg"
"28636 Quaint St, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1465000","5","3","2527","579.74","7383","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/28636-Quaint-St-Agoura-Hills-CA-91301/19884154_zpid/","34.16655","-118.748886","SINGLE_FAMILY","1465300","6669","https://photos.zillowstatic.com/fp/613755addcee503c2aea12aa824d44ed-p_e.jpg"
"5786 Carell Ave, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1413000","4","2","2061","685.59","0.598989898989899","acres","8/6/2024","1722927600000","https://zillow.com/homedetails/5786-Carell-Ave-Agoura-Hills-CA-91301/19884292_zpid/","34.155952","-118.750786","SINGLE_FAMILY","1413300","6329","https://photos.zillowstatic.com/fp/21753ecb7e2474ac90dc52987d8dfe9a-p_e.jpg"
"30416 Caspian Ct, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1210000","3","2","2180","555.05","6616","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/30416-Caspian-Ct-Agoura-Hills-CA-91301/59085840_zpid/","34.154884","-118.783","SINGLE_FAMILY","","5189","https://photos.zillowstatic.com/fp/01f5a6ec189798c2af0a33e5c951876b-p_e.jpg"
"28810 Conejo View Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","585000","2","2","930","629.03","4.8412","acres","8/2/2024","1722582000000","https://zillow.com/homedetails/28810-Conejo-View-Dr-Agoura-Hills-CA-91301/19882085_zpid/","34.148693","-118.753494","CONDO","","3069","https://photos.zillowstatic.com/fp/874dcdb8bac24bd6ef60cb7923897876-p_e.jpg"
"3877 Marks Rd, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1905000","5","5","3330","572.07","1.0006","acres","7/30/2024","1722322800000","https://zillow.com/homedetails/3877-Marks-Rd-Agoura-Hills-CA-91301/19894013_zpid/","34.131325","-118.71927","SINGLE_FAMILY","1905300","11250","https://photos.zillowstatic.com/fp/c5155a69593b790fcf71306ac7c489c5-p_e.jpg"
"6225 Watertree Ct, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1255000","4","3","2620","479.01","6923","sqft","7/29/2024","1722236400000","https://zillow.com/homedetails/6225-Watertree-Ct-Agoura-Hills-CA-91301/19884687_zpid/","34.16463","-118.76131","SINGLE_FAMILY","","6385","https://photos.zillowstatic.com/fp/256dcb13a8777d9864f18e9ef48470c1-p_e.jpg"
"5619 Colodny Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1710000","3","3","2560","667.97","0.4749081726354454","acres","7/29/2024","1722236400000","https://zillow.com/homedetails/5619-Colodny-Dr-Agoura-Hills-CA-91301/19888763_zpid/","34.15077","-118.73855","SINGLE_FAMILY","1710500","6095","https://photos.zillowstatic.com/fp/00d09e926e93db82e7213e9004851c48-p_e.jpg"
"3828 Castle View Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","3700000","7","9","7465","495.65","1.0262","acres","7/26/2024","1721977200000","https://zillow.com/homedetails/3828-Castle-View-Dr-Agoura-Hills-CA-91301/19893868_zpid/","34.129787","-118.76106","SINGLE_FAMILY","3634800","7536","https://photos.zillowstatic.com/fp/2a027021bc8604a2f03dd6d2bcb6b9ac-p_e.jpg"
"28428 Lewis Pl, Agoura Hills, CA 91301","91301","Agoura Hills","CA","940000","3","3","1600","587.5","4398","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/28428-Lewis-Pl-Agoura-Hills-CA-91301/65240469_zpid/","34.140335","-118.74525","SINGLE_FAMILY","940200","4463","https://photos.zillowstatic.com/fp/226b9f863610230a5fc00d87216b670c-p_e.jpg"
"29204 Deep Shadow Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1012000","4","3","1972","513.18","6309","sqft","7/25/2024","1721890800000","https://zillow.com/homedetails/29204-Deep-Shadow-Dr-Agoura-Hills-CA-91301/19886829_zpid/","34.150322","-118.76063","SINGLE_FAMILY","889700","5153","https://photos.zillowstatic.com/fp/62d0c68b644b7411c74bc99e79e21144-p_e.jpg"
"29636 Meadowmist Way, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1390000","4","2","2369","586.75","0.2906795224977043","acres","7/25/2024","1721890800000","https://zillow.com/homedetails/29636-Meadowmist-Way-Agoura-Hills-CA-91301/19890019_zpid/","34.1549","-118.77028","SINGLE_FAMILY","1390500","6521","https://photos.zillowstatic.com/fp/1ca5a3b9cd46b70b09d4684d686b74c7-p_e.jpg"
"5418 Lake Crest Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1150000","4","3","2167","530.69","7357","sqft","7/24/2024","1721804400000","https://zillow.com/homedetails/5418-Lake-Crest-Dr-Agoura-Hills-CA-91301/19887517_zpid/","34.149494","-118.79141","SINGLE_FAMILY","1150300","5753","https://photos.zillowstatic.com/fp/932dfaf948189c27399956a94b5049c0-p_e.jpg"
"27568 Country Glen Rd, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1330000","4","3","1887","704.82","9964","sqft","7/24/2024","1721804400000","https://zillow.com/homedetails/27568-Country-Glen-Rd-Agoura-Hills-CA-91301/19894593_zpid/","34.131794","-118.72815","SINGLE_FAMILY","1332500","5807","https://photos.zillowstatic.com/fp/8c9a1863f8f4e36433531a0c3a8a0765-p_e.jpg"
"28909 Allman St, Agoura Hills, CA 91301","91301","Agoura Hills","CA","890000","4","3","2347","379.21","6699","sqft","7/23/2024","1721718000000","https://zillow.com/homedetails/28909-Allman-St-Agoura-Hills-CA-91301/19883763_zpid/","34.164814","-118.75655","SINGLE_FAMILY","904700","5720","https://photos.zillowstatic.com/fp/1cc19950b548ba554bc5fd6469459063-p_e.jpg"
"5521 Rainbow Crest Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1200000","4","3","2209","543.23","7144","sqft","7/23/2024","1721718000000","https://zillow.com/homedetails/5521-Rainbow-Crest-Dr-Agoura-Hills-CA-91301/19887880_zpid/","34.151836","-118.786606","SINGLE_FAMILY","1227800","5595","https://photos.zillowstatic.com/fp/1a58ec4a243fb99c72ffbb24831dcf31-p_e.jpg"
"29100 Quail Run Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1565000","4","3","2530","618.58","7590","sqft","7/22/2024","1721631600000","https://zillow.com/homedetails/29100-Quail-Run-Dr-Agoura-Hills-CA-91301/19886239_zpid/","34.15243","-118.76048","SINGLE_FAMILY","1570500","7043","https://photos.zillowstatic.com/fp/690f93647b7f3704344f635b9b8a257a-p_e.jpg"
"Lobo Canyon Rd, Agoura Hills, CA 91301","91301","Agoura Hills","CA","185000","","","","","9.6025","acres","7/22/2024","1721631600000","https://zillow.com/homedetails/Lobo-Canyon-Rd-Agoura-Hills-CA-91301/2122000333_zpid/","34.120632","-118.79723","LOT","","4013","https://photos.zillowstatic.com/fp/b7c5118ac072069413596896209dfac4-p_e.jpg"
"5850 Carell Ave, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1510000","5","3","2347","643.37","9914","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/5850-Carell-Ave-Agoura-Hills-CA-91301/19884272_zpid/","34.15723","-118.75123","SINGLE_FAMILY","1511200","5796","https://photos.zillowstatic.com/fp/a78b08a8495b6380819587c957386af6-p_e.jpg"
"29366 Hillrise Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1140000","4","3","1972","578.09","5208","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/29366-Hillrise-Dr-Agoura-Hills-CA-91301/19886643_zpid/","34.151634","-118.764305","SINGLE_FAMILY","1143600","5074","https://photos.zillowstatic.com/fp/764d293d24fa3fbad47f625aeb29ad2f-p_e.jpg"
"6072 Lake Nadine Pl, Agoura Hills, CA 91301","91301","Agoura Hills","CA","930000","4","2","1560","596.15","7449","sqft","7/17/2024","1721199600000","https://zillow.com/homedetails/6072-Lake-Nadine-Pl-Agoura-Hills-CA-91301/19889669_zpid/","34.16316","-118.78879","SINGLE_FAMILY","932900","4516","https://photos.zillowstatic.com/fp/5d0f886390d433ed22f213206deabbf8-p_e.jpg"
"5910 Rainbow Hill Rd, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1759725","4","4","3741","470.39","9102","sqft","7/17/2024","1721199600000","https://zillow.com/homedetails/5910-Rainbow-Hill-Rd-Agoura-Hills-CA-91301/19889752_zpid/","34.161545","-118.78298","SINGLE_FAMILY","1765900","9899","https://photos.zillowstatic.com/fp/aea25f10949fb2256617ef1713bf127d-p_e.jpg"
"29020 Hollow Oak Ct, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1589000","4","4","3015","527.03","7086","sqft","7/16/2024","1721113200000","https://zillow.com/homedetails/29020-Hollow-Oak-Ct-Agoura-Hills-CA-91301/19884408_zpid/","34.16291","-118.758644","SINGLE_FAMILY","1594500","6647","https://photos.zillowstatic.com/fp/e43dc4c8bdd26e73988c362bf9e0adce-p_e.jpg"
"6055 Macadam Ct, Agoura Hills, CA 91301","91301","Agoura Hills","CA","3290000","6","6","5000","658","0.33806244260789714","acres","7/16/2024","1721113200000","https://zillow.com/homedetails/6055-Macadam-Ct-Agoura-Hills-CA-91301/19890107_zpid/","34.162365","-118.76305","SINGLE_FAMILY","3301500","15000","https://photos.zillowstatic.com/fp/7bd45d24f141b4279fdca78eabaf7913-p_e.jpg"
"6143 Lake Lindero Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1551300","3","3","3442","450.7","8413","sqft","7/12/2024","1720767600000","https://zillow.com/homedetails/6143-Lake-Lindero-Dr-Agoura-Hills-CA-91301/19890452_zpid/","34.165695","-118.783844","SINGLE_FAMILY","1878600","7660","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.16569519042969,-118.78384399414062&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=G7eFSWahi743zQMRuslXVGQLqno="
"5429 Fairview Pl, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1130000","2","1","880","1284.09","0.5883608815426997","acres","7/11/2024","1720681200000","https://zillow.com/homedetails/5429-Fairview-Pl-Agoura-Hills-CA-91301/19888787_zpid/","34.14888","-118.74237","SINGLE_FAMILY","1133500","3330","https://photos.zillowstatic.com/fp/ea96f246d3d49784879e16604572bbdb-p_e.jpg"
"29085 Lake Vista Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1640000","2","2","1967","833.76","0.4383379247015611","acres","7/11/2024","1720681200000","https://zillow.com/homedetails/29085-Lake-Vista-Dr-Agoura-Hills-CA-91301/2089716100_zpid/","34.10864","-118.75616","SINGLE_FAMILY","1641700","5646","https://photos.zillowstatic.com/fp/d3a822423b968c503bf17f6143eecedb-p_e.jpg"
"5450 Forest Cove Ln, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1476000","4","3","2688","549.11","6806","sqft","7/10/2024","1720594800000","https://zillow.com/homedetails/5450-Forest-Cove-Ln-Agoura-Hills-CA-91301/19887049_zpid/","34.15147","-118.77371","SINGLE_FAMILY","1480500","6464","https://photos.zillowstatic.com/fp/5b5f4efa4a71807da469446490811a62-p_e.jpg"
"29219 Laro Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","3999000","5","7","5358","746.36","0.49426078971533516","acres","7/10/2024","1720594800000","https://zillow.com/homedetails/29219-Laro-Dr-Agoura-Hills-CA-91301/19890100_zpid/","34.161156","-118.762024","SINGLE_FAMILY","4011300","18000","https://photos.zillowstatic.com/fp/5ecb3ccb3eb50462cf2bc4cdfecc94c4-p_e.jpg"
"4081 Liberty Canyon Rd, Agoura Hills, CA 91301","91301","Agoura Hills","CA","620000","2","1","869","713.46","5.2915","acres","7/10/2024","1720594800000","https://zillow.com/homedetails/4081-Liberty-Canyon-Rd-Agoura-Hills-CA-91301/19894852_zpid/","34.133446","-118.72528","CONDO","621900","2799","https://photos.zillowstatic.com/fp/e8f31212bdd9bf9028a46eff36329c5d-p_e.jpg"
"29085 W Lake Vista Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1640000","","","1211","1354.25","","","7/10/2024","1720594800000","https://zillow.com/homedetails/29085-W-Lake-Vista-Dr-Agoura-Hills-CA-91301/302687310_zpid/","34.108906","-118.75656","SINGLE_FAMILY","","3453","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.10890579223633,-118.75656127929688&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=7IQvrZrwMrhjmPLbGskNRIZ5yHc="
"4977 Hydepark Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1400000","4","3","2523","554.89","0.3315426997245179","acres","7/9/2024","1720508400000","https://zillow.com/homedetails/4977-Hydepark-Dr-Agoura-Hills-CA-91301/111920382_zpid/","34.13892","-118.73192","SINGLE_FAMILY","1400200","7468","https://photos.zillowstatic.com/fp/6647cf9e9d4a0fd340e8df511381839e-p_e.jpg"
"4006 Yankee Dr #60, Agoura Hills, CA 91301","91301","Agoura Hills","CA","312500","3","2","1273","245.48","1.9831267217630855","acres","7/8/2024","1720422000000","https://zillow.com/homedetails/4006-Yankee-Dr-60-Agoura-Hills-CA-91301/19894664_zpid/","34.133316","-118.72538","CONDO","617900","3466","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.13331604003906,-118.72537994384766&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=mKDQDSOn5nNfzY85zJn2W9rx6dY="
"5684 Grey Rock Rd, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1915000","4","4","3039","630.14","10657","sqft","7/3/2024","1719990000000","https://zillow.com/homedetails/5684-Grey-Rock-Rd-Agoura-Hills-CA-91301/19886310_zpid/","34.15516","-118.76475","SINGLE_FAMILY","1922800","8184","https://photos.zillowstatic.com/fp/21b3ee68472f166bf305b6b5a5cd90ea-p_e.jpg"
"1944 Seminole Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","930000","3","6","1932","481.37","6773","sqft","7/2/2024","1719903600000","https://zillow.com/homedetails/1944-Seminole-Dr-Agoura-Hills-CA-91301/243991678_zpid/","34.105507","-118.75867","SINGLE_FAMILY","1202000","5742","https://photos.zillowstatic.com/fp/c866fd2c6add48fc72b79635648129a4-p_e.jpg"
"30440 Passageway Pl, Agoura Hills, CA 91301","91301","Agoura Hills","CA","755000","2","2","1614","467.78","3496","sqft","7/1/2024","1719817200000","https://zillow.com/homedetails/30440-Passageway-Pl-Agoura-Hills-CA-91301/19888063_zpid/","34.148827","-118.78392","TOWNHOUSE","756600","4330","https://photos.zillowstatic.com/fp/db484573de5294db5525a2fd850b9f1a-p_e.jpg"
"5321 Colodny Dr APT 9, Agoura Hills, CA 91301","91301","Agoura Hills","CA","465000","2","1","954","487.42","","","7/1/2024","1719817200000","https://zillow.com/homedetails/5321-Colodny-Dr-APT-9-Agoura-Hills-CA-91301/19888634_zpid/","34.145992","-118.741684","CONDO","489400","2588","https://photos.zillowstatic.com/fp/45e703717e91b8e34387812608093a19-p_e.jpg"
"26838 Hot Springs Pl, Calabasas, CA 91301","91301","Calabasas","CA","1275700","3","2","1355","941.48","5216","sqft","6/28/2024","1719558000000","https://zillow.com/homedetails/26838-Hot-Springs-Pl-Calabasas-CA-91301/19895096_zpid/","34.13603","-118.70918","SINGLE_FAMILY","1278900","4810","https://photos.zillowstatic.com/fp/00806b1713a8d9dc4b92e74139bf9c92-p_e.jpg"
"29628 Windsong Ln, Agoura Hills, CA 91301","91301","Agoura Hills","CA","939000","3","3","2209","425.08","1625","sqft","6/26/2024","1719385200000","https://zillow.com/homedetails/29628-Windsong-Ln-Agoura-Hills-CA-91301/19887365_zpid/","34.148617","-118.77208","TOWNHOUSE","941300","4878","https://photos.zillowstatic.com/fp/a06c9e51d4fd128a737b5588c7b6908c-p_e.jpg"
"3863 Marks Rd, Agoura Hills, CA 91301","91301","Agoura Hills","CA","2240000","5","5","4161","538.33","1.0846","acres","6/26/2024","1719385200000","https://zillow.com/homedetails/3863-Marks-Rd-Agoura-Hills-CA-91301/19894014_zpid/","34.130646","-118.71936","SINGLE_FAMILY","2255400","16750","https://photos.zillowstatic.com/fp/2b0be81ce1d76a0d0073da12a782f568-p_e.jpg"
"5306 Chesebro Rd, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1500000","2","1","1158","1295.34","2.5074","acres","6/25/2024","1719298800000","https://zillow.com/homedetails/5306-Chesebro-Rd-Agoura-Hills-CA-91301/19884875_zpid/","34.14482","-118.7375","SINGLE_FAMILY","2212000","3774","https://photos.zillowstatic.com/fp/5387dc833c23d18a23bbeb8bd2f0e50e-p_e.jpg"
"3810 Parkview Ct, Agoura Hills, CA 91301","91301","Agoura Hills","CA","2080000","5","3","2918","712.82","0.3223370064279155","acres","6/25/2024","1719298800000","https://zillow.com/homedetails/3810-Parkview-Ct-Agoura-Hills-CA-91301/19894303_zpid/","34.129692","-118.72512","SINGLE_FAMILY","2085100","7659","https://photos.zillowstatic.com/fp/ec140aac33140db34234f6f7e5361a2b-p_e.jpg"
"5306 Chesebro Rd #18, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1500000","","","","","2.5074","acres","6/25/2024","1719298800000","https://zillow.com/homedetails/5306-Chesebro-Rd-18-Agoura-Hills-CA-91301/344022052_zpid/","34.144867","-118.73761","LOT","","3241","https://photos.zillowstatic.com/fp/5387dc833c23d18a23bbeb8bd2f0e50e-p_e.jpg"
"6322 Fenworth Ct, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1800000","4","3","3157","570.16","7411","sqft","6/24/2024","1719212400000","https://zillow.com/homedetails/6322-Fenworth-Ct-Agoura-Hills-CA-91301/19884784_zpid/","34.166096","-118.76399","SINGLE_FAMILY","1804500","7032","https://photos.zillowstatic.com/fp/0133b7c18b9ec04d04244b2de37639de-p_e.jpg"
"5424 Francisca Way, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1030000","3","3","2017","510.66","3410","sqft","6/24/2024","1719212400000","https://zillow.com/homedetails/5424-Francisca-Way-Agoura-Hills-CA-91301/19886341_zpid/","34.15","-118.77434","TOWNHOUSE","1032600","4389","https://photos.zillowstatic.com/fp/c0de46464157f6bb91d301ac01e8904d-p_e.jpg"
"5701 Green Meadow Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1583000","4","4","3039","520.9","0.37293388429752067","acres","6/24/2024","1719212400000","https://zillow.com/homedetails/5701-Green-Meadow-Dr-Agoura-Hills-CA-91301/19889828_zpid/","34.155865","-118.77953","SINGLE_FAMILY","","6085","https://photos.zillowstatic.com/fp/6346e30b364481fab540cadd73e00f28-p_e.jpg"
"27428 Rondell St, Agoura Hills, CA 91301","91301","Agoura Hills","CA","660000","2","2","1107","596.21","6.7515","acres","6/24/2024","1719212400000","https://zillow.com/homedetails/27428-Rondell-St-Agoura-Hills-CA-91301/19894775_zpid/","34.135452","-118.72556","TOWNHOUSE","661800","3977","https://photos.zillowstatic.com/fp/aad716638148b13b6a0d56d48a122b95-p_e.jpg"
"29032 Saddlebrook Dr, Agoura Hills, CA 91301","91301","Agoura Hills","CA","1527500","3","3","2695","566.79","8136","sqft","6/21/2024","1718953200000","https://zillow.com/homedetails/29032-Saddlebrook-Dr-Agoura-Hills-CA-91301/19884460_zpid/","34.160755","-118.7578","SINGLE_FAMILY","1531600","7288","https://photos.zillowstatic.com/fp/c729ad3f69a9cefc7828d38add11708f-p_e.jpg"
