"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"1525 Holly Ct, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","700000","3","2","1301","538.05","4791","sqft","8/27/2024","1724742000000","https://zillow.com/homedetails/1525-Holly-Ct-Thousand-Oaks-CA-91360/16479255_zpid/","34.22041","-118.85142","CONDO","700200","3552","https://photos.zillowstatic.com/fp/1afbf05f3c0e5183a1c5a1c13b7fbed4-p_e.jpg"
"2506 N Ciro Ave, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1320000","5","3","2694","489.98","0.2548209366391185","acres","8/23/2024","1724396400000","https://zillow.com/homedetails/2506-N-Ciro-Ave-Thousand-Oaks-CA-91360/16425305_zpid/","34.212814","-118.8859","SINGLE_FAMILY","1320300","6187","https://photos.zillowstatic.com/fp/757d88e095ddb8aceb60c2bf764e865e-p_e.jpg"
"1515 Redwood Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","775000","3","3","1493","519.09","4791","sqft","8/23/2024","1724396400000","https://zillow.com/homedetails/1515-Redwood-Cir-Thousand-Oaks-CA-91360/16479306_zpid/","34.21954","-118.851715","TOWNHOUSE","775000","3878","https://photos.zillowstatic.com/fp/d5c384c6312ffa54da7ce4ec92696bc6-p_e.jpg"
"782 Tennis Club Ln, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","851000","3","3","2018","421.7","2018","sqft","8/23/2024","1724396400000","https://zillow.com/homedetails/782-Tennis-Club-Ln-Thousand-Oaks-CA-91360/111710281_zpid/","34.189114","-118.88896","TOWNHOUSE","851100","3887","https://photos.zillowstatic.com/fp/9bf7af01306a0dbc602b2de51196663f-p_e.jpg"
"1737 Wellesley Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1166000","4","3","1696","687.5","0.3202479338842975","acres","8/22/2024","1724310000000","https://zillow.com/homedetails/1737-Wellesley-Dr-Thousand-Oaks-CA-91360/16481382_zpid/","34.20079","-118.866035","SINGLE_FAMILY","1166000","4735","https://photos.zillowstatic.com/fp/1a2fbb81dd9fb0fa713b7f06630748a4-p_e.jpg"
"801 Pinetree Cir APT 25, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","415000","2","1","836","496.41","2178","sqft","8/21/2024","1724223600000","https://zillow.com/homedetails/801-Pinetree-Cir-APT-25-Thousand-Oaks-CA-91360/16426556_zpid/","34.188988","-118.88577","CONDO","415300","2648","https://photos.zillowstatic.com/fp/da51d1c8da3a619e3a8c0a642db6d4cb-p_e.jpg"
"1212 Uppingham Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1000000","4","2","1656","603.86","8500","sqft","8/20/2024","1724137200000","https://zillow.com/homedetails/1212-Uppingham-Dr-Thousand-Oaks-CA-91360/16479013_zpid/","34.223286","-118.85852","SINGLE_FAMILY","1000100","4879","https://photos.zillowstatic.com/fp/d6af91502029e1256ce61258a9cb9a7f-p_e.jpg"
"1188 E Calle Contento, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1105000","4","2","2152","513.48","0.2796372819100092","acres","8/19/2024","1724050800000","https://zillow.com/homedetails/1188-E-Calle-Contento-Thousand-Oaks-CA-91360/16436035_zpid/","34.23406","-118.85859","SINGLE_FAMILY","1105100","5179","https://photos.zillowstatic.com/fp/dd0ab53422e4144135f0d4bb6de0eb72-p_e.jpg"
"2911 Ponderosa Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","600000","2","2.5","1492","402.14","7840","sqft","8/19/2024","1724050800000","https://zillow.com/homedetails/2911-Ponderosa-Cir-Thousand-Oaks-CA-91360/16479213_zpid/","34.219036","-118.85315","CONDO","","3452","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.21903610229492,-118.8531494140625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Tir6OctVmu94ey2FUSNnCzUAV5E="
"3049 N Westridge Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1255000","5","3","2062","608.63","0.2857897153351699","acres","8/15/2024","1723705200000","https://zillow.com/homedetails/3049-N-Westridge-Cir-Thousand-Oaks-CA-91360/16428508_zpid/","34.221024","-118.89764","SINGLE_FAMILY","1208900","7982","https://photos.zillowstatic.com/fp/03cde417e8019618c45e52423258e876-p_e.jpg"
"878 Calle Yucca, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1265000","5","3","2621","482.64","0.5785123966942148","acres","8/15/2024","1723705200000","https://zillow.com/homedetails/878-Calle-Yucca-Thousand-Oaks-CA-91360/16470681_zpid/","34.19297","-118.896065","SINGLE_FAMILY","1276100","6026","https://photos.zillowstatic.com/fp/014e686c43fefbd96cb42d28a7f9a507-p_e.jpg"
"2931 Moonflower Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","740000","2","3","1493","495.65","4791","sqft","8/15/2024","1723705200000","https://zillow.com/homedetails/2931-Moonflower-Cir-Thousand-Oaks-CA-91360/16479276_zpid/","34.21914","-118.85256","TOWNHOUSE","740100","3563","https://photos.zillowstatic.com/fp/a53e0620feeeed536944bbae35dab67b-p_e.jpg"
"3136 Boxwood Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","809000","3","2","1691","478.42","4791.6","sqft","8/14/2024","1723618800000","https://zillow.com/homedetails/3136-Boxwood-Cir-Thousand-Oaks-CA-91360/16479529_zpid/","34.22239","-118.85662","TOWNHOUSE","793400","4003","https://photos.zillowstatic.com/fp/ffb367d49c15aa352e35226791b178d5-p_e.jpg"
"254 Arcturus St, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1210000","4","3","2350","514.89","0.4701561065197429","acres","8/13/2024","1723532400000","https://zillow.com/homedetails/254-Arcturus-St-Thousand-Oaks-CA-91360/16423535_zpid/","34.21515","-118.87224","SINGLE_FAMILY","1210400","5884","https://photos.zillowstatic.com/fp/753557b6053d4bcb8cc37e45040c63bd-p_e.jpg"
"108 E Gainsborough Rd, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","860000","3","2","1791","480.18","9200","sqft","8/13/2024","1723532400000","https://zillow.com/homedetails/108-E-Gainsborough-Rd-Thousand-Oaks-CA-91360/16425511_zpid/","34.195293","-118.87363","SINGLE_FAMILY","860300","4790","https://photos.zillowstatic.com/fp/1aa966d392fc5a6ca2c15371d68fc435-p_e.jpg"
"735 Benson Way, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","920000","4","3","2032","452.76","9605","sqft","8/13/2024","1723532400000","https://zillow.com/homedetails/735-Benson-Way-Thousand-Oaks-CA-91360/16475891_zpid/","34.18579","-118.864845","SINGLE_FAMILY","920300","5198","https://photos.zillowstatic.com/fp/fc79fc24da6c7886c42221c7f2153dde-p_e.jpg"
"1162 Calle Las Trancas, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1110000","4","3","3215","345.26","0.9320477502295684","acres","8/9/2024","1723186800000","https://zillow.com/homedetails/1162-Calle-Las-Trancas-Thousand-Oaks-CA-91360/16471197_zpid/","34.198967","-118.90091","SINGLE_FAMILY","1230600","6612","https://photos.zillowstatic.com/fp/f16b81c298cf368a5b8813455ce3ff75-p_e.jpg"
"770 Camino La Maida, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","950000","4","2","1303","729.09","10004","sqft","8/7/2024","1723014000000","https://zillow.com/homedetails/770-Camino-La-Maida-Thousand-Oaks-CA-91360/16478752_zpid/","34.219185","-118.86537","SINGLE_FAMILY","950100","4705","https://photos.zillowstatic.com/fp/bdcca6914e1edcd0a801313056732794-p_e.jpg"
"65 McAfee Ct, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","502500","2","2","992","506.55","992","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/65-McAfee-Ct-Thousand-Oaks-CA-91360/16422412_zpid/","34.2267","-118.873985","TOWNHOUSE","502600","3137","https://photos.zillowstatic.com/fp/c7c0d836ba21db0ff944332ab1e5ad7b-p_e.jpg"
"269 W Columbia Rd, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","900000","3","2","1526","589.78","9350","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/269-W-Columbia-Rd-Thousand-Oaks-CA-91360/16425071_zpid/","34.20353","-118.87122","SINGLE_FAMILY","900200","4163","https://photos.zillowstatic.com/fp/3fd6bff1e4fbd268ad46fac06e5244cc-p_e.jpg"
"824 Pinetree Cir APT 25, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","397000","2","1","836","474.88","2178","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/824-Pinetree-Cir-APT-25-Thousand-Oaks-CA-91360/16426542_zpid/","34.18939","-118.88533","CONDO","397200","2648","https://photos.zillowstatic.com/fp/9a8c6f1801f6fe6d8572982e4be03c95-p_e.jpg"
"2825 Regina Ave, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1000000","3","2","1639","610.13","0.3084940312213039","acres","8/6/2024","1722927600000","https://zillow.com/homedetails/2825-Regina-Ave-Thousand-Oaks-CA-91360/16429272_zpid/","34.21785","-118.88651","SINGLE_FAMILY","1000300","4473","https://photos.zillowstatic.com/fp/5618d5dd0c456632e9e15486afba8be3-p_e.jpg"
"2955 Dogwood Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","700000","2","3","1492","469.17","7840","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/2955-Dogwood-Cir-Thousand-Oaks-CA-91360/16479185_zpid/","34.219975","-118.8537","CONDO","700200","3498","https://photos.zillowstatic.com/fp/216fe28979f82fcf9d46865cfe06ec29-p_e.jpg"
"875 Camino La Maida, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","650000","3","2","1268","512.62","0.2699954086317723","acres","8/5/2024","1722841200000","https://zillow.com/homedetails/875-Camino-La-Maida-Thousand-Oaks-CA-91360/16478942_zpid/","34.21915","-118.86323","SINGLE_FAMILY","650800","4393","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.21915054321289,-118.86322784423828&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=yoU35s5-Z8jWJuzYtU1Go8cTGrQ="
"2641 La Paloma Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","520000","2","1","956","543.93","3049","sqft","8/2/2024","1722582000000","https://zillow.com/homedetails/2641-La-Paloma-Cir-Thousand-Oaks-CA-91360/16423025_zpid/","34.215305","-118.89012","CONDO","520100","2718","https://photos.zillowstatic.com/fp/b8b2f6a8d3afb59b5c0c5352558532a6-p_e.jpg"
"2585 La Paloma Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","600000","3","2","1185","506.33","3049","sqft","8/2/2024","1722582000000","https://zillow.com/homedetails/2585-La-Paloma-Cir-Thousand-Oaks-CA-91360/16423196_zpid/","34.21446","-118.88842","CONDO","600100","3536","https://photos.zillowstatic.com/fp/411d4a17af49a10c6f4a9f3b44cfbab4-p_e.jpg"
"3082 Camino Del Zuro, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1005000","3","2","1784","563.34","10830","sqft","8/2/2024","1722582000000","https://zillow.com/homedetails/3082-Camino-Del-Zuro-Thousand-Oaks-CA-91360/16478838_zpid/","34.222366","-118.8616","SINGLE_FAMILY","1005200","4535","https://photos.zillowstatic.com/fp/c61255de3386c0408178d3bf2c26b335-p_e.jpg"
"163 Flittner Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","830000","3","2","1144","725.52","9300","acres","8/1/2024","1722495600000","https://zillow.com/homedetails/163-Flittner-Cir-Thousand-Oaks-CA-91360/16476011_zpid/","34.18063","-118.868","SINGLE_FAMILY","830100","3863","https://photos.zillowstatic.com/fp/bd9dacfee42fe3809d0a17b77c574989-p_e.jpg"
"163 McAfee Ct, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","565000","2","3","1122","503.57","1122","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/163-McAfee-Ct-Thousand-Oaks-CA-91360/16422440_zpid/","34.227165","-118.87299","TOWNHOUSE","559500","3372","https://photos.zillowstatic.com/fp/fdcfa9a3ecdecf4cb2b2ef9a47a38520-p_e.jpg"
"2109 Young Ave, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","860000","3","2","1656","519.32","9100","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/2109-Young-Ave-Thousand-Oaks-CA-91360/16424765_zpid/","34.2093","-118.87948","SINGLE_FAMILY","","4229","https://photos.zillowstatic.com/fp/ce4896f05b57142d3c1177214d7c68c6-p_e.jpg"
"4273 Avenida Amelgado, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1199000","4","3","2064","580.91","0.2571166207529844","acres","7/31/2024","1722409200000","https://zillow.com/homedetails/4273-Avenida-Amelgado-Thousand-Oaks-CA-91360/16435870_zpid/","34.23807","-118.85518","SINGLE_FAMILY","1199300","4985","https://photos.zillowstatic.com/fp/545862710897220704e64a1f562aecb5-p_e.jpg"
"1842 N Calle Petaluma, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1500000","4","3","2889","519.21","0.7756887052341598","acres","7/31/2024","1722409200000","https://zillow.com/homedetails/1842-N-Calle-Petaluma-Thousand-Oaks-CA-91360/16471296_zpid/","34.202713","-118.90487","SINGLE_FAMILY","1502000","5979","https://photos.zillowstatic.com/fp/c38ba2dc1759e7088e94b729b02584b0-p_e.jpg"
"1358 Calle Yucca, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1400000","3","3","3238","432.37","0.5371900826446281","acres","7/30/2024","1722322800000","https://zillow.com/homedetails/1358-Calle-Yucca-Thousand-Oaks-CA-91360/16471108_zpid/","34.200264","-118.89866","SINGLE_FAMILY","1400500","6958","https://photos.zillowstatic.com/fp/9458747bfb1df887a2b9719e7ebe9144-p_e.jpg"
"1121 Calle Tulipan, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","277500","4","2","1280","216.8","10018","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/1121-Calle-Tulipan-Thousand-Oaks-CA-91360/16480550_zpid/","34.210793","-118.859726","SINGLE_FAMILY","827800","4309","https://photos.zillowstatic.com/fp/0dd5166af5e73159b0d3dcfb64aa5728-p_e.jpg"
"2755 Beckett Ct, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1040000","3","2","1507","690.11","7940","sqft","7/24/2024","1721804400000","https://zillow.com/homedetails/2755-Beckett-Ct-Thousand-Oaks-CA-91360/16424326_zpid/","34.217056","-118.88104","SINGLE_FAMILY","1040300","4118","https://photos.zillowstatic.com/fp/b13d863b604ba523ec4a3ce9490dfc33-p_e.jpg"
"741 Calle Cardo, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","850000","4","2","1364","623.17","0.2818411386593205","acres","7/24/2024","1721804400000","https://zillow.com/homedetails/741-Calle-Cardo-Thousand-Oaks-CA-91360/16480623_zpid/","34.21153","-118.86628","SINGLE_FAMILY","850300","4134","https://photos.zillowstatic.com/fp/d6289d1afbc06a96254467ee358f88f0-p_e.jpg"
"985 N Woodlawn Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","814000","3","3","1697","479.67","2658","sqft","7/23/2024","1721718000000","https://zillow.com/homedetails/985-N-Woodlawn-Dr-Thousand-Oaks-CA-91360/16427079_zpid/","34.190952","-118.89297","TOWNHOUSE","814100","4073","https://photos.zillowstatic.com/fp/5f5318bd937ff556ef43638e4a24ce23-p_e.jpg"
"3577 Radcliffe Rd, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1222000","4","4","2597","470.54","0.2553719008264463","acres","7/23/2024","1721718000000","https://zillow.com/homedetails/3577-Radcliffe-Rd-Thousand-Oaks-CA-91360/16479618_zpid/","34.227478","-118.85723","SINGLE_FAMILY","1222200","6495","https://photos.zillowstatic.com/fp/ca7b7be5bb0c4e26fcb1cba43ec9765a-p_e.jpg"
"1091 Bart Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1162000","5","3","2678","433.91","9402","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/1091-Bart-Cir-Thousand-Oaks-CA-91360/16426288_zpid/","34.19292","-118.876816","SINGLE_FAMILY","1161900","6357","https://photos.zillowstatic.com/fp/faab7046c230d9546c9a9e13bce2a8d7-p_e.jpg"
"4304 Forest Oaks Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","975000","3","2","1682","579.67","6570","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/4304-Forest-Oaks-Dr-Thousand-Oaks-CA-91360/16436330_zpid/","34.238144","-118.8457","SINGLE_FAMILY","974900","4532","https://photos.zillowstatic.com/fp/40444079fc5dc49d6740a6c7c8e1c6c4-p_e.jpg"
"1321 Calle Pimiento, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","825000","3","2","1300","634.62","0.2502295684113866","acres","7/19/2024","1721372400000","https://zillow.com/homedetails/1321-Calle-Pimiento-Thousand-Oaks-CA-91360/16479983_zpid/","34.21602","-118.85591","SINGLE_FAMILY","824900","3889","https://photos.zillowstatic.com/fp/7bef5c9b466bf21cb66a329c0a66399a-p_e.jpg"
"3040 Mulberry Cir #52, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","750000","3","3","1860","403.23","7840","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/3040-Mulberry-Cir-52-Thousand-Oaks-CA-91360/2108521778_zpid/","34.220387","-118.85284","TOWNHOUSE","750700","4238","https://photos.zillowstatic.com/fp/2dde7ea98a9197d8aa23d7a39ccb9e3a-p_e.jpg"
"2651 Sirius St, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","965000","3","2","2229","432.93","0.5601469237832875","acres","7/18/2024","1721286000000","https://zillow.com/homedetails/2651-Sirius-St-Thousand-Oaks-CA-91360/16423540_zpid/","34.215954","-118.876076","SINGLE_FAMILY","965800","5556","https://photos.zillowstatic.com/fp/0ad45f7de8b2c0468f7417248a72c531-p_e.jpg"
"4052 Avenida Verano, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1338000","4","3","2878","464.91","9325","sqft","7/18/2024","1721286000000","https://zillow.com/homedetails/4052-Avenida-Verano-Thousand-Oaks-CA-91360/16436253_zpid/","34.23414","-118.85429","SINGLE_FAMILY","1337800","5821","https://photos.zillowstatic.com/fp/d6ea9d57460c65c264a94cffc67d79f5-p_e.jpg"
"883 Irving Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","740000","3","2","1344","550.6","4791","sqft","7/17/2024","1721199600000","https://zillow.com/homedetails/883-Irving-Dr-Thousand-Oaks-CA-91360/16476381_zpid/","34.181118","-118.862175","SINGLE_FAMILY","845800","3878","https://photos.zillowstatic.com/fp/7f24441fea7ac0e33b4a76efdfe16541-p_e.jpg"
"190 W Columbia Rd, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1125000","5","3","1994","564.19","0.3122359963269054","acres","7/16/2024","1721113200000","https://zillow.com/homedetails/190-W-Columbia-Rd-Thousand-Oaks-CA-91360/16425016_zpid/","34.203323","-118.87229","SINGLE_FAMILY","1124800","6233","https://photos.zillowstatic.com/fp/a00a97e0ea7e3af8514c628277bd8673-p_e.jpg"
"980 Camino Flores, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1699000","4","3","3041","558.7","0.45817263544536274","acres","7/16/2024","1721113200000","https://zillow.com/homedetails/980-Camino-Flores-Thousand-Oaks-CA-91360/16470661_zpid/","34.194527","-118.89847","SINGLE_FAMILY","1698800","6520","https://photos.zillowstatic.com/fp/4c97036a9528d727aa2bd5ea630fce0c-p_e.jpg"
"482 Calle Arroyo, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1250000","3","2","1758","711.04","1.12","acres","7/16/2024","1721113200000","https://zillow.com/homedetails/482-Calle-Arroyo-Thousand-Oaks-CA-91360/16470713_zpid/","34.18655","-118.89748","SINGLE_FAMILY","1249800","4479","https://photos.zillowstatic.com/fp/80feb7fe0e14992bfeab6e1d190f5d21-p_e.jpg"
"84 W Avenida De Las Flores, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","903000","3","2","1626","555.35","8600","sqft","7/16/2024","1721113200000","https://zillow.com/homedetails/84-W-Avenida-De-Las-Flores-Thousand-Oaks-CA-91360/351489636_zpid/","34.21216","-118.87724","SINGLE_FAMILY","903700","4445","https://photos.zillowstatic.com/fp/5410fe951c68cd5aad9dd27bd7c706cd-p_e.jpg"
"284 W Larcom St, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","979999","4","3","2136","458.8","7078","sqft","7/15/2024","1721026800000","https://zillow.com/homedetails/284-W-Larcom-St-Thousand-Oaks-CA-91360/16423742_zpid/","34.216396","-118.883644","SINGLE_FAMILY","979900","5187","https://photos.zillowstatic.com/fp/966924c04beac438be9d264bdf4dbbf0-p_e.jpg"
"2610 N Velarde Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1135000","4","3","2271","499.78","8113","sqft","7/12/2024","1720767600000","https://zillow.com/homedetails/2610-N-Velarde-Dr-Thousand-Oaks-CA-91360/16423004_zpid/","34.215588","-118.89681","SINGLE_FAMILY","1134800","5227","https://photos.zillowstatic.com/fp/c38030dd8f3a541442db872f9b6d8a78-p_e.jpg"
"463 Arbor Lane Ct APT 207, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","385000","1","1","825","466.67","3484","sqft","7/12/2024","1720767600000","https://zillow.com/homedetails/463-Arbor-Lane-Ct-APT-207-Thousand-Oaks-CA-91360/16426924_zpid/","34.18937","-118.88761","CONDO","384900","2339","https://photos.zillowstatic.com/fp/d25fb7c4f86abedc05cca57d411cff73-p_e.jpg"
"3438 Trailview Ct, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1485000","4","3","2302","645.09","10216","sqft","7/12/2024","1720767600000","https://zillow.com/homedetails/3438-Trailview-Ct-Thousand-Oaks-CA-91360/16479332_zpid/","34.22631","-118.85666","SINGLE_FAMILY","1487000","5823","https://photos.zillowstatic.com/fp/daf0a9b2d3c2d32d9adb0cff6242b07d-p_e.jpg"
"688 W Velarde Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1075000","3","3","1936","555.27","8225","sqft","7/11/2024","1720681200000","https://zillow.com/homedetails/688-W-Velarde-Dr-Thousand-Oaks-CA-91360/16422980_zpid/","34.215195","-118.89542","SINGLE_FAMILY","1074800","4648","https://photos.zillowstatic.com/fp/e86acca937a30c66859991ed598f3692-p_e.jpg"
"1842 Burleson Ave, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","855000","6","3","2747","311.25","9350","sqft","7/11/2024","1720681200000","https://zillow.com/homedetails/1842-Burleson-Ave-Thousand-Oaks-CA-91360/16425076_zpid/","34.202915","-118.868645","SINGLE_FAMILY","854900","6780","https://photos.zillowstatic.com/fp/150bb608c1fff1547c2057ea584c5ce6-p_e.jpg"
