"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"64 N Birchwood Ave, Oak Park, CA 91377","91377","Oak Park","CA","5000","4","2","1607","3.11","6969","sqft","7/14/2023","1689318000000","https://zillow.com/homedetails/64-N-Birchwood-Ave-Oak-Park-CA-91377/16494112_zpid/","34.170086","-118.75677","SINGLE_FAMILY","1081100","4743","https://photos.zillowstatic.com/fp/913e5ac09cfdf963183fe88e0fb306b0-p_e.jpg"
"313 N Sprucewood Ave, Oak Park, CA 91377","91377","Oak Park","CA","705000","3","3","1461","482.55","5662","sqft","7/10/2023","1688972400000","https://zillow.com/homedetails/313-N-Sprucewood-Ave-Oak-Park-CA-91377/16494341_zpid/","34.175404","-118.75876","TOWNHOUSE","746200","3967","https://photos.zillowstatic.com/fp/3ec3060b459d5470c4c15ae074ddf7df-p_e.jpg"
"176 Conifer Cir, Oak Park, CA 91377","91377","Oak Park","CA","695000","2","2","1048","663.17","3639","sqft","6/15/2023","1686812400000","https://zillow.com/homedetails/176-Conifer-Cir-Oak-Park-CA-91377/16494921_zpid/","34.171925","-118.76662","TOWNHOUSE","738700","3402","https://photos.zillowstatic.com/fp/4b2be5ca1ad459d35e31ba2c897b539d-p_e.jpg"
"232 Valero Cir, Oak Park, CA 91377","91377","Oak Park","CA","1000000","3","3","1529","654.02","3642","sqft","5/25/2023","1684998000000","https://zillow.com/homedetails/232-Valero-Cir-Oak-Park-CA-91377/16487261_zpid/","34.1739","-118.78359","SINGLE_FAMILY","1067000","4343","https://photos.zillowstatic.com/fp/132829983b806a8434920c5d30be0eb9-p_e.jpg"
"6246 E Sunnycrest Dr, Oak Park, CA 91377","91377","Oak Park","CA","715000","3","3","1461","489.39","5662","sqft","5/24/2023","1684911600000","https://zillow.com/homedetails/6246-E-Sunnycrest-Dr-Oak-Park-CA-91377/16494305_zpid/","34.17636","-118.75893","TOWNHOUSE","763100","4129","https://photos.zillowstatic.com/fp/599d2a89925e0edb007222c52c83cc83-p_e.jpg"
"6696 Summerhill Ct, Oak Park, CA 91377","91377","Oak Park","CA","999000","3","3","1623","615.53","4588","sqft","5/24/2023","1684911600000","https://zillow.com/homedetails/6696-Summerhill-Ct-Oak-Park-CA-91377/16496035_zpid/","34.18512","-118.76005","SINGLE_FAMILY","1066200","4868","https://photos.zillowstatic.com/fp/ee73c15791808db4cffae147824e8a7d-p_e.jpg"
"6609 Smoke Tree Ave, Oak Park, CA 91377","91377","Oak Park","CA","1200000","3","2","1689","710.48","0.3098714416896235","acres","5/23/2023","1684825200000","https://zillow.com/homedetails/6609-Smoke-Tree-Ave-Oak-Park-CA-91377/16495003_zpid/","34.173203","-118.75099","SINGLE_FAMILY","1281000","4579","https://photos.zillowstatic.com/fp/7a88c0c78a70e97db97eaa535b05b743-p_e.jpg"
"4806 Via Bensa, Oak Park, CA 91377","91377","Oak Park","CA","750000","3","3","1560","480.77","1560","sqft","5/2/2023","1683010800000","https://zillow.com/homedetails/4806-Via-Bensa-Oak-Park-CA-91377/16486787_zpid/","34.177208","-118.78601","TOWNHOUSE","804100","4174","https://photos.zillowstatic.com/fp/508f05a813a02434c68fead6383f92b4-p_e.jpg"
"948 Thistlegate Rd, Oak Park, CA 91377","91377","Oak Park","CA","618000","3","3","1514","408.19","1813","sqft","4/19/2023","1681887600000","https://zillow.com/homedetails/948-Thistlegate-Rd-Oak-Park-CA-91377/16495954_zpid/","34.18212","-118.76056","SINGLE_FAMILY","664600","4570","https://photos.zillowstatic.com/fp/31b86b1dca41a056711dcf8c95c54104-p_e.jpg"
"525 Dorado Ct, Oak Park, CA 91377","91377","Oak Park","CA","830000","3","2","1438","577.19","3969","sqft","4/14/2023","1681455600000","https://zillow.com/homedetails/525-Dorado-Ct-Oak-Park-CA-91377/16495148_zpid/","34.17862","-118.75882","SINGLE_FAMILY","893600","4133","https://photos.zillowstatic.com/fp/24d3c44cd6daab444efcf0c4b1d703d4-p_e.jpg"
"4791 Via Bensa, Oak Park, CA 91377","91377","Oak Park","CA","807000","3","3","1411","571.93","1411","sqft","4/5/2023","1680678000000","https://zillow.com/homedetails/4791-Via-Bensa-Oak-Park-CA-91377/16486775_zpid/","34.177624","-118.78627","TOWNHOUSE","870700","3983","https://photos.zillowstatic.com/fp/a6e854dee3dbe0fa0ec68a36c902263e-p_e.jpg"
"4835 Parma Dr, Oak Park, CA 91377","91377","Oak Park","CA","899000","3","3","1625","553.23","1625","sqft","3/27/2023","1679900400000","https://zillow.com/homedetails/4835-Parma-Dr-Oak-Park-CA-91377/16487559_zpid/","34.17857","-118.785164","TOWNHOUSE","974100","4256","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.17856979370117,-118.78516387939453&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Hbic28L7okwXy9VEGmBT9iexT0I="
"912 Thistlegate Rd, Oak Park, CA 91377","91377","Oak Park","CA","735000","3","3","1514","485.47","1823","sqft","3/13/2023","1678690800000","https://zillow.com/homedetails/912-Thistlegate-Rd-Oak-Park-CA-91377/16495960_zpid/","34.181393","-118.76071","TOWNHOUSE","798900","4406","https://photos.zillowstatic.com/fp/d7184b8d06bebfa871486abe482a88b5-p_e.jpg"
"5 N Sparrowhawk Ln, Oak Park, CA 91377","91377","Oak Park","CA","785000","3","3","1462","536.94","2050","sqft","3/1/2023","1677657600000","https://zillow.com/homedetails/5-N-Sparrowhawk-Ln-Oak-Park-CA-91377/16494900_zpid/","34.168304","-118.76732","SINGLE_FAMILY","855500","4203","https://photos.zillowstatic.com/fp/e9ce9d1547fb411580ecd33f354e8608-p_e.jpg"
"521 El Azul Cir, Oak Park, CA 91377","91377","Oak Park","CA","659900","2","2","1320","499.92","2613","sqft","2/24/2023","1677225600000","https://zillow.com/homedetails/521-El-Azul-Cir-Oak-Park-CA-91377/16495388_zpid/","34.176617","-118.76794","TOWNHOUSE","718500","3643","https://photos.zillowstatic.com/fp/550af49664abddfa14ca22cda2f85c7a-p_e.jpg"
"6824 E Poppyview Dr, Oak Park, CA 91377","91377","Oak Park","CA","675000","3","2","1292","522.45","1936","sqft","2/10/2023","1676016000000","https://zillow.com/homedetails/6824-E-Poppyview-Dr-Oak-Park-CA-91377/16496084_zpid/","34.18255","-118.75777","TOWNHOUSE","733400","3876","https://photos.zillowstatic.com/fp/4ef3c687f3c4392ce3590f87528381d2-p_e.jpg"
"1109 Heatherview Dr, Oak Park, CA 91377","91377","Oak Park","CA","825000","3","2.5","1623","508.32","3920","sqft","1/23/2023","1674460800000","https://zillow.com/homedetails/1109-Heatherview-Dr-Oak-Park-CA-91377/16496024_zpid/","34.184456","-118.760345","SINGLE_FAMILY","936400","4808","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.18445587158203,-118.76034545898438&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=w1Umb7GsfLETE5we-sMt8g0H_BA="
"4894 Santo Dr, Oak Park, CA 91377","91377","Oak Park","CA","650000","2","3","1240","524.19","1240","sqft","1/4/2023","1672819200000","https://zillow.com/homedetails/4894-Santo-Dr-Oak-Park-CA-91377/16495255_zpid/","34.176506","-118.78417","TOWNHOUSE","728100","3580","https://photos.zillowstatic.com/fp/41ead0ff7499249d4f2d877e94ff56a6-p_e.jpg"
"121 Conifer Cir, Oak Park, CA 91377","91377","Oak Park","CA","774000","3","3","1672","462.92","1976","sqft","12/16/2022","1671177600000","https://zillow.com/homedetails/121-Conifer-Cir-Oak-Park-CA-91377/16494965_zpid/","34.17216","-118.767914","TOWNHOUSE","863900","3936","https://photos.zillowstatic.com/fp/2f4b9a647146aeeb0f30484398563e6b-p_e.jpg"
"688 Indian Oak Ln UNIT 102, Oak Park, CA 91377","91377","Oak Park","CA","569999","2","3","1231","463.04","1231","sqft","12/16/2022","1671177600000","https://zillow.com/homedetails/688-Indian-Oak-Ln-UNIT-102-Oak-Park-CA-91377/16497033_zpid/","34.183636","-118.76538","TOWNHOUSE","645600","3650","https://photos.zillowstatic.com/fp/fdcf4836d8dad29a5422a6b94fafdf50-p_e.jpg"
"1061 N Windmill Ln, Oak Park, CA 91377","91377","Oak Park","CA","735000","3","2","1449","507.25","2692","sqft","12/15/2022","1671091200000","https://zillow.com/homedetails/1061-N-Windmill-Ln-Oak-Park-CA-91377/16496060_zpid/","34.183342","-118.7589","TOWNHOUSE","807400","4439","https://photos.zillowstatic.com/fp/7ec4a205cadcfa4e5ed9293291a45de2-p_e.jpg"
"16 N Sparrowhawk Ln, Oak Park, CA 91377","91377","Oak Park","CA","775000","4","3","1672","463.52","1976","sqft","12/6/2022","1670313600000","https://zillow.com/homedetails/16-N-Sparrowhawk-Ln-Oak-Park-CA-91377/16494905_zpid/","34.168762","-118.76652","SINGLE_FAMILY","915200","4659","https://photos.zillowstatic.com/fp/465fb0f706aa88b8636df0c0d6c8cb6e-p_e.jpg"
